1100009	2	3	61112	61112	122224	40741	40741	81482	27160	27160	54320	18107	18107	36214	12071	12071	24142	8048	8048	16096	5365	5365	10730
1100009	2	17	121799	121799	243598	64485	64485	128970	34138	34138	68276	18068	18068	36136	9560	9560	19120	5072	5072	10144	2686	2686	5372
1100009	2	21	124718	124718	249436	65328	65328	130656	34220	34220	68440	17930	17930	35860	9381	9381	18762	4912	4912	9824	2589	2589	5178
1100009	2	27	127498	127498	254996	66121	66121	132242	34222	34222	68444	17835	17835	35670	9222	9222	18444	4792	4792	9584	2470	2470	4940
1100009	2	29	128181	128181	256362	66299	66299	132598	34294	34294	68588	17759	17759	35518	9146	9146	18292	4754	4754	9508	2475	2475	4950
1100009	2	33	129294	129294	258588	66600	66600	133200	34317	34317	68634	17695	17695	35390	9114	9114	18228	4658	4658	9316	2391	2391	4782
1100009	2	39	130527	130527	261054	66954	66954	133908	34344	34344	68688	17597	17597	35194	9054	9054	18108	4646	4646	9292	2343	2343	4686
1100009	2	43	131186	131186	262372	67108	67108	134216	34339	34339	68678	17533	17533	35066	9028	9028	18056	4601	4601	9202	2337	2337	4674
1100009	2	57	132718	132718	265436	67525	67525	135050	34351	34351	68702	17485	17485	34970	8889	8889	17778	4503	4503	9006	2310	2310	4620
1100009	2	59	132879	132879	265758	67545	67545	135090	34371	34371	68742	17479	17479	34958	8867	8867	17734	4528	4528	9056	2299	2299	4598
1100009	4	17	137024	137025	548098	40302	40303	161210	11850	11853	47406	3484	3490	13948	1026	1026	4104	303	305	1216	85	87	344
1100009	4	21	140307	140308	561230	40086	40089	160350	11453	11455	45816	3270	3275	13090	931	937	3736	258	272	1060	76	89	330
1100009	4	27	150885	150900	603570	39111	39131	156484	10070	10205	40550	2552	2699	10502	683	715	2796	162	184	692	36	43	158
1100009	4	29	144202	144206	576816	39775	39787	159124	10961	10985	43892	3026	3036	12124	829	838	3334	220	225	890	72	75	294
1100009	4	33	145454	145456	581820	39667	39668	158670	10781	10785	43132	3014	3019	12066	787	794	3162	205	213	836	53	66	238
1100009	4	39	152054	152056	608220	38988	38989	155954	10001	10001	40004	2547	2572	10238	639	685	2648	158	170	656	39	45	168
1100009	4	43	152301	152301	609204	38961	38964	155850	9955	9965	39840	2555	2556	10222	638	658	2592	158	176	668	42	48	180
1100009	4	57	149306	149311	597234	39290	39296	157172	10319	10354	41346	2697	2747	10888	715	717	2864	186	193	758	47	55	204
1100009	4	59	152945	152947	611784	38877	38884	155522	9884	9899	39566	2516	2518	10068	619	642	2522	155	177	664	37	40	154
