1101781	4
1101781	5
1101781	6
1101811	3
1101811	5
1101811	6
1101851	5
1101871	3
1101871	5
1101871	6
1101871	7
1101883	3
1101883	6
1101901	3
1101901	4
1101901	5
1101901	6
1101917	4
1101929	4
1101929	8
1101931	3
1101931	5
1101931	6
1101937	3
1101937	4
1101937	6
1101937	8
1101941	4
1101941	5
1101941	7
1101967	3
1101967	6
1102001	4
1102001	5
1102001	8
1102021	3
1102021	4
1102021	5
1102021	6
1102027	3
1102027	6
1102063	3
1102063	6
1102069	3
1102069	4
1102069	6
1102111	3
1102111	5
1102111	6
1102117	3
1102117	4
1102117	6
1102147	3
1102147	6
1102151	5
1102151	7
1102159	3
1102159	6
1102169	4
1102169	8
1102181	4
1102181	5
1102201	3
1102201	4
1102201	5
1102201	6
1102201	8
1102237	3
1102237	4
1102237	6
1102243	3
1102243	6
1102249	3
1102249	4
1102249	6
1102249	7
1102249	8
1102253	4
1102271	5
1102279	3
1102279	6
1102301	4
1102301	5
1102313	4
1102313	8
1102333	3
1102333	4
1102333	6
1102333	7
1102337	4
1102337	8
1102393	3
1102393	4
1102393	6
1102393	8
1102397	4
1102411	3
1102411	5
1102411	6
1102429	3
1102429	4
1102429	6
1102441	3
1102441	4
1102441	5
1102441	6
1102441	8
1102447	3
1102447	6
1102457	4
1102457	8
1102481	4
1102481	5
1102481	8
1102483	3
1102483	6
1102537	3
1102537	4
1102537	6
1102537	8
1102553	4
1102553	8
1102567	3
1102567	6
1102571	5
1102571	7
1102663	3
1102663	6
1102669	3
1102669	4
1102669	6
1102669	7
1102681	3
1102681	4
1102681	5
1102681	6
1102681	8
1102691	5
1102693	3
1102693	4
1102693	6
1102709	4
1102721	4
1102721	5
1102721	8
1102729	3
1102729	4
1102729	6
1102729	8
1102733	4
1102747	3
1102747	6
1102757	4
1102813	4
1102813	6
1102823	7
1102831	5
1102831	6
1102853	4
1102861	4
1102861	5
1102879	7
1102891	5
1102901	4
1102901	5
1102921	5
1102921	7
1102921	8
1102951	5
1102963	7
1102991	5
1102991	7
1103009	8
1103017	8
1103041	5
1103041	8
1103101	5
1103111	5
1103129	8
1103171	5
1103191	5
1103257	7
1103257	8
1103281	5
1103281	8
1103341	5
1103341	7
1103353	8
1103371	5
1103449	8
1103461	5
1103467	7
1103489	8
1103497	8
1103561	5
1103561	8
1103579	7
1103581	5
1103591	5
1103611	5
1103617	8
1103621	5
1103621	7
1103633	8
1103737	8
1103803	7
1103849	8
1103857	8
1103873	7
1103873	8
1103911	5
1103981	5
1104017	8
1104041	5
1104041	7
1104041	8
1104097	7
1104097	8
1104101	5
1104113	8
1104137	8
1104139	7
1104193	8
1104209	7
1104209	8
1104217	8
1104221	5
1104241	5
1104241	8
1104289	8
1104293	7
1104307	7
1104331	5
1104353	8
1104377	7
1104377	8
1104409	8
1104431	5
1104449	8
1104491	5
1104511	5
1104517	7
1104559	7
1104661	5
1104671	5
1104671	7
1104731	5
1104737	8
1104751	5
1104769	7
1104769	8
1104781	5
1104791	5
1104797	7
1104811	5
1104811	7
1104821	5
1104833	8
1104853	7
1104889	8
1104913	8
1104937	7
1104937	8
1104941	5
1105009	8
1105033	8
1105061	5
1105063	7
1105141	5
1105171	5
1105177	8
1105193	8
1105201	5
1105201	8
1105217	7
1105217	8
1105231	7
1105337	8
1105343	7
1105427	7
1105441	7
1105441	8
1105457	8
1105513	8
1105537	8
1105609	7
1105651	7
1105693	7
1105847	7
1105861	7
1106029	7
1106099	7
1106197	7
1106267	7
1106407	7
1106449	7
1106477	7
1106491	7
1106687	7
1106771	7
1106827	7
1106939	7
1106953	7
1107107	7
1107317	7
1107401	7
1107527	7
1107569	7
1107583	7
1107751	7
1107793	7
1107989	7
1108073	7
1108171	7
1108241	7
1108423	7
1108507	7
1108619	7
