1100023	7
1100027	2
1100051	2
1100051	7
1100101	2
1100123	2
1100131	2
1100147	2
1100149	6
1100167	3
1100171	2
1100179	2
1100179	3
1100213	2
1100219	2
1100219	7
1100243	2
1100303	7
1100311	6
1100357	2
1100381	2
1100387	2
1100419	2
1100443	3
1100443	7
1100467	3
1100471	7
1100483	2
1100503	3
1100509	6
1100557	2
1100557	6
1100581	2
1100581	6
1100653	2
1100653	6
1100683	2
1100683	3
1100747	2
1100797	2
1100797	6
1100807	7
1100837	2
1100839	3
1100887	3
1100893	2
1100893	6
1100899	2
1100899	3
1100909	2
1100933	2
1100947	3
1100947	7
1101091	2
1101091	3
1101103	3
1101103	6
1101109	6
1101127	3
1101143	7
1101211	2
1101229	6
1101253	2
1101253	6
1101283	7
1101299	2
1101307	2
1101307	3
1101319	3
1101319	6
1101323	2
1101341	2
1101349	2
1101349	6
1101371	2
1101389	2
1101403	2
1101403	3
1101421	2
1101421	6
1101439	3
1101467	2
1101509	2
1101511	6
1101517	6
1101533	2
1101559	3
1101559	6
1101571	3
1101587	2
1101613	6
1101619	2
1101619	3
1101619	7
1101691	2
1101691	3
1101733	6
1101781	2
1101781	6
1101803	2
1101811	3
1101851	2
1101871	6
1101871	7
1101883	2
1101883	3
1101901	2
1101901	6
1101917	2
1101931	2
1101941	2
1102027	2
1102027	3
1102069	6
1102111	6
1102117	2
1102159	3
1102159	6
1102163	2
1102181	2
1102187	2
1102237	6
1102243	3
1102253	2
1102259	2
1102279	6
1102307	2
1102333	6
1102397	2
1102411	2
1102411	3
1102427	2
1102429	2
1102429	6
1102447	6
1102523	2
1102547	2
1102567	3
1102567	6
1102571	2
1102663	6
1102669	6
1102709	2
1102733	2
1102747	3
1102757	2
1102813	6
1102831	3
1102831	6
1102853	2
1102879	3
1102879	6
1102879	7
1102883	2
1102891	2
1102891	3
1102901	2
1102903	3
1102939	2
1102939	3
1102951	3
1102951	6
1102963	3
1102963	7
1102979	2
1102999	6
1103059	2
1103059	3
1103101	6
1103143	3
1103143	6
1103171	2
1103191	3
1103203	2
1103203	3
1103213	2
1103237	2
1103293	6
1103309	2
1103339	2
1103341	2
1103341	6
1103437	6
1103461	2
1103461	6
1103467	3
1103483	2
1103533	2
1103533	6
1103549	2
1103579	2
1103579	7
1103587	2
1103587	3
1103603	2
1103621	2
1103629	2
1103629	6
1103699	2
1103723	2
1103749	2
1103779	2
1103779	3
1103797	2
1103797	6
1103803	7
1103863	3
1103863	6
1103899	2
1103899	3
1103911	3
1103911	6
1103923	3
1103989	6
1104139	3
1104139	7
1104157	6
1104247	3
1104307	7
1104319	3
1104319	6
1104331	3
1104373	6
1104403	3
1104511	6
1104517	6
1104559	3
1104559	6
1104589	6
1104613	6
1104671	7
1104703	3
1104703	6
1104787	3
1104823	6
1104877	6
1104919	6
1105171	3
1105207	3
1105207	6
1105213	6
1105231	3
1105261	6
1105267	3
1105309	6
1105327	3
1105327	6
1105333	6
1105343	7
1105427	7
1105501	6
1105519	3
1105519	6
1105579	3
1105603	3
1105627	3
1105639	6
1105651	3
1105693	6
1105759	6
1105807	3
1105813	6
1105847	7
1105861	6
1105963	3
1105999	3
1105999	6
1106029	6
1106099	7
1106101	6
1106167	3
1106167	6
1106179	3
1106267	7
1106293	6
1106311	3
1106311	6
1106407	3
1106407	6
1106419	3
1106491	7
1106527	6
1106563	3
1106653	6
1106671	3
1106671	6
1106687	7
1106767	3
1106767	6
1106779	3
1106839	3
1106839	6
1106851	3
1106923	3
1106939	7
1107019	3
1107031	3
1107157	6
1107199	6
1107319	3
1107319	6
1107439	3
1107439	6
1107487	3
1107487	6
1107583	3
1107583	6
1107679	3
1107679	6
1107751	3
1107751	7
1107763	3
1107781	6
1107853	6
1108021	6
1108069	6
1108123	3
1108147	3
1108171	3
1108171	7
1108207	3
1108207	6
1108267	3
1108363	3
1108423	3
1108423	7
1108507	7
1108567	3
1108579	3
1108603	3
1108619	7
1108663	3
1108703	7
1109123	7
1109291	7
1109347	7
1109851	7
1110103	7
1110467	7
1110523	7
1110719	7
1110803	7
1110859	7
1110887	7
1110943	7
1110971	7
1111447	7
1111531	7
1111559	7
1111727	7
1111867	7
1112147	7
1112483	7
1112651	7
1113239	7
1113379	7
1113491	7
1114303	7
1115227	7
1115731	7
1115759	7
1115899	7
1116431	7
1116571	7
1116851	7
1117243	7
1117579	7
1117607	7
1118027	7
1118363	7
1118783	7
1118867	7
1118951	7
1119091	7
1119343	7
1119623	7
1119707	7
1119959	7
1120211	7
1120519	7
1120547	7
1120799	7
1120883	7
1120939	7
1121023	7
1121051	7
1121191	7
1121387	7
1121723	7
1122227	7
1122283	7
1122647	7
1122899	7
1122983	7
1123403	7
1123487	7
1123739	7
1124131	7
1124551	7
1124831	7
